id,date,oppo,venue,result,bat_first,first_runs,first_wkts,first_all_out,first_notes,second_runs,second_wkts,second_all_out,second_notes,overs_opp,overs_tocc,tocc_w,tocc_nb,tocc_b,tocc_lb,opp_w,opp_nb,opp_b,opp_lb
-1,2017-08-20 00:00:00,Norwood Exiles,H,W,TOCC,195,6,,Greenall D 128,176,10,,,40,37.1,2,4,19,2,1,0,2,6
-1,2017-09-03 00:00:00,Monty,A,L,Opp,199,7,,,141,7,,,30.5,30,3,0,1,4,11,7,4,0
-1,2017-09-10 00:00:00,Richmond Legbreakers,H,W,TOCC,200,8,,"Niran 60, Sharpe 53",158,9,,Middleton 4-16,30,30,1,0,0,0,4,2,4,1
-1,2017-09-17 00:00:00,Sanderstead,A,W,Opp,175,4,,Hackshall 79,176,8,,,34,40,4,4,8,1,11,2,6,6
-1,2017-09-24 00:00:00,"Chipstead, Coulsdon & Walcountians",H,L,Opp,153,8,,,125,10,,,35.4,40,5,1,10,4,5,3,10,3
-1,2022-04-24 00:00:00,Worcester Park,H,W,Opp,149,7,,Mubin Ahmed 3-23,150,8,,Soham De 50*,40,40,18,0,1,1,2,0,5,3
-1,2022-05-01 00:00:00,Riverside,H,W,TOCC,205,9,,Seymour D 114*,198,5,,,35,35,8,2,2,3,10,1,6,4
-1,2022-05-08 00:00:00,Warlingham,A,D,TOCC,245,8,,Springer 64,179,4,,,41,40,10,5,2,3,11,8,8,1
-1,2022-05-15 00:00:00,YRG Eagles,H,W,TOCC,192,4,,Seymour C 70,143,5,,,35,34.4,9,0,2,0,10,0,6,0
-1,2022-05-22 00:00:00,Merton Bears,A,W,TOCC,207,8,,"Patel J 66, Ahmed R 90",72,9,,Nair 3-5,40,40,3,1,2,0,2,0,10,3
-1,2022-06-03 00:00:00,Woodgreen,A,ND,TOCC,164,7,,,,,,abandoned - rain,35,,,,,,11,3,6,3
-1,2022-06-02 00:00:00,Steeple Langford,A,W,TOCC,198,8,,,152,7,,De 3-18,35,35,3,1,1,2,7,4,11,4
-1,2022-06-04 00:00:00,Fonthill Park,A,L,TOCC,146,8,,,152,,,Sajjid K 4-26,35,33.5,3,0,3,0,10,4,8,5
-1,2022-06-12 00:00:00,Beddington,A,W,TOCC,261,4,,"Ahmed R 86, Stevenson R 67, Seymour C 52",129,8,,,35,35,10,7,5,1,8,5,4,0
-1,2022-06-19 00:00:00,Richmond Legbreakers,H,L,TOCC,189,9,,Sharpe 86,190,9,,,40,39.5,6,2,7,1,19,6,14,1
-1,2022-06-26 00:00:00,Norwood Exiles,A,W,Opp,100,10,,,101,2,,,14.2,32.3,8,6,10,0,10,1,10,1
-1,2022-07-03 00:00:00,London Leopards,A,W,Opp,115,10,,Bhatt 4-20,119,4,,Sharpe 69*,26.2,18.4,15,0,4,0,1,3,13,0
-1,2022-07-10 00:00:00,Morden,A,W,Opp,210,7,,,211,8,,,39.3,40,4,5,14,7,15,1,6,0
-1,2022-07-17 00:00:00,Sanderstead,H,L,Opp,194,5,,,165,10,,,33.4,35,8,0,6,2,3,5,6,1
-1,2022-08-07 00:00:00,Worcester Park,A,W,TOCC,181,7,,,105,9,,,35,28.2,2,0,5,1,5,3,5,1
-1,2022-08-14 00:00:00,Norwood Exiles,H,W,Opp,190,8,,,191,7,,De S 84,37.2,40,7,0,15,6,11,15,8,1
-1,2022-08-28 00:00:00,Mitcham,A,L,Opp,260,7,,,140,10,,,31.4,35,9,3,15,3,2,2,6,4
-1,2022-09-04 00:00:00,Beddington,H,L,Opp,174,7,,,54,9,,,15.1,35,9,3,12,1,2,2,8,0
-1,2022-09-11 00:00:00,Battersea Ironsides,A,L,Opp,156,10,,bowling figures lost by opposition,141,9,,,35,35,0,0,0,0,15,9,0,7
-1,2022-09-18 00:00:00,Ploughman's Sunday XI,H,L,TOCC,136,9,,,137,3,,,40,29.3,6,0,0,2,4,5,15,1
-1,2022-09-25 00:00:00,Sanderstead,A,W,Opp,176,6,,,177,9,,,35.2,40,2,0,4,1,7,0,15,1
